id,prior_id,repo_url,agent,prior_agent,same_user,switched,merged,audit_stratum,title_similarity,title_word_cosine,title_char_cosine,same_issue_ref,prior_title,current_title,prior_url,current_url,manual_same_task,manual_confidence,manual_note
3888363001,3887368216,https://api.github.com/repos/microsoft/vscode,Copilot,Copilot,True,False,True,very_low,0.009705459564456705,0.0,0.03235153188152235,False,Fix terminal tool horizontal scrollbar showing when content fits,Remove hardcoded subagent name fallback from request construction,https://github.com/microsoft/vscode/pull/292360,https://github.com/microsoft/vscode/pull/292431,,,
3571845421,3568771519,https://api.github.com/repos/Signalpilot/signalpilot.io,Claude_Code,Claude_Code,True,False,True,very_low,0.011755428407244724,0.010418255854843288,0.01487549769618141,False,Fix autoplay animation to sweep from full without to full with,Fix language dropdown and remove duplicate mobile nav,https://github.com/Signalpilot/signalpilot.io/pull/86,https://github.com/Signalpilot/signalpilot.io/pull/105,,,
3437026626,3437022973,https://api.github.com/repos/CyanAutomation/judokon,OpenAI_Codex,OpenAI_Codex,True,False,True,very_low,0.0,0.0,0.0,False,Fix browse test hooks state tracking,Guard cooldown completion button readiness,https://github.com/CyanAutomation/judokon/pull/3314,https://github.com/CyanAutomation/judokon/pull/3315,,,
3360451236,3356473109,https://api.github.com/repos/antoniojbt/episcout,OpenAI_Codex,OpenAI_Codex,True,False,True,very_low,0.0038281654380469517,0.0,0.012760551460156507,False,[Feature] Add grob_files_to_excel function,[Fix] Update tests for epi_sub_sample and clean factor labels,https://github.com/antoniojbt/episcout/pull/122,https://github.com/antoniojbt/episcout/pull/137,,,
3453963884,3329999525,https://api.github.com/repos/triggerdotdev/trigger.dev,Claude_Code,Claude_Code,False,False,False,very_low,0.0015757216179573413,0.0,0.0052524053931911376,False,Add Railway deployment template with optimizations,fix: improve Prisma version resolution for pnpm workspaces,https://github.com/triggerdotdev/trigger.dev/pull/2405,https://github.com/triggerdotdev/trigger.dev/pull/2555,,,
3788664381,3555920809,https://api.github.com/repos/YumNumm/EQMonitor,Cursor,Cursor,True,False,False,very_low,0.0,0.0,0.0,False,Update map library to maplibre,New setup screen design,https://github.com/YumNumm/EQMonitor/pull/1009,https://github.com/YumNumm/EQMonitor/pull/1036,,,
3507178301,3505379994,https://api.github.com/repos/HaoNgo232/transcript-app,OpenAI_Codex,OpenAI_Codex,True,False,False,very_low,0.00828665181231679,0.006044254969261222,0.013518911112779778,False,"Fix Ruff warnings in cache, streaming, and tests",Add onboarding tour and help center to simplified workflow,https://github.com/HaoNgo232/transcript-app/pull/47,https://github.com/HaoNgo232/transcript-app/pull/48,,,
3184166552,3115574007,https://api.github.com/repos/stevepeak/pricklypear,OpenAI_Codex,OpenAI_Codex,True,False,True,very_low,0.01943579638166404,0.014476212638064591,0.03100815845006276,False,Add emoji reactions,Add Google Analytics integration,https://github.com/stevepeak/pricklypear/pull/129,https://github.com/stevepeak/pricklypear/pull/149,,,
3529011052,3528968637,https://api.github.com/repos/github/gh-aw,Copilot,Copilot,True,False,True,very_low,0.011635198393035272,0.0,0.038783994643450906,False,Fix: emit update_reaction job when reaction is configured without add-comment,Refactor: Extract duplicate parsing logic into shared helper functions,https://github.com/github/gh-aw/pull/1948,https://github.com/github/gh-aw/pull/1951,,,
3784211688,3783703352,https://api.github.com/repos/SimulatorLife/GMLoop,Copilot,Copilot,False,False,True,very_low,0.08491044674213985,0.053209582762475165,0.15887912936135745,False,[WIP] Refactor code to use shared helper for substitution,Agent: Advance refactor engine (src/refactor),https://github.com/SimulatorLife/GMLoop/pull/5794,https://github.com/SimulatorLife/GMLoop/pull/5799,,,
3683520746,3683220422,https://api.github.com/repos/lrq3000/BookmarkSummarizer,Google_Jules,Google_Jules,True,False,False,very_low,0.0,0.0,0.0,False,Fix fcntl ModuleNotFoundError in Windows tests,Add --no-fetch argument to skip content fetching,https://github.com/lrq3000/BookmarkSummarizer/pull/23,https://github.com/lrq3000/BookmarkSummarizer/pull/26,,,
3917766321,3917267630,https://api.github.com/repos/richardprobst/DPS,Copilot,Copilot,True,False,False,very_low,0.06417579131284326,0.04375017704631727,0.11183555793473725,False,[WIP] Review PR #559 and fix visibility of prints,[WIP] Complete visual rebranding of scheduling forms,https://github.com/richardprobst/DPS/pull/560,https://github.com/richardprobst/DPS/pull/563,,,
3913176570,3912964404,https://api.github.com/repos/yuanlehome/blog,Copilot,Copilot,True,False,False,very_low,0.0011764202221863208,0.0,0.00392140074062107,False,Fix mobile drawer scroll jump on close,Transform UI to cyberpunk aesthetic with neon accents and glass morphism,https://github.com/yuanlehome/blog/pull/358,https://github.com/yuanlehome/blog/pull/359,,,
4002389410,3999291292,https://api.github.com/repos/mrmaligi/yourvisasite_bolt4.6,Google_Jules,Google_Jules,True,False,True,very_low,0.0201131483257082,0.0,0.06704382775236067,False,Refactor UnifiedLogin to use AuthService for profile fetching,🎨 Palette: Improve accessibility of password toggles and login type selectors,https://github.com/mrmaligi/yourvisasite_bolt4.6/pull/166,https://github.com/mrmaligi/yourvisasite_bolt4.6/pull/167,,,
3291628264,3291574499,https://api.github.com/repos/liam-hq/liam,Devin,Devin,True,False,True,very_low,0.06050176351453309,0.05532359328871793,0.07258416070810181,False,feat: implement root-level annotation management for buildingSchema and designSession,feat: implement approach 1 for issue #5272 - refactor getChangeStatus to use Operation[] directly,https://github.com/liam-hq/liam/pull/2898,https://github.com/liam-hq/liam/pull/2899,,,
3776719308,3609218716,https://api.github.com/repos/sanity-io/sanity,Copilot,Copilot,True,False,True,very_low,0.01014003113464903,0.012427066236623985,0.004803615896707471,False,chore(deps): update vitest monorepo to v4 (major),feat: add @sanity/sveltekit support to typegen query detection,https://github.com/sanity-io/sanity/pull/11099,https://github.com/sanity-io/sanity/pull/11659,,,
3765516528,3765506465,https://api.github.com/repos/ectoplasm-cspr/Ectoplasm-frontend-old,Copilot,Copilot,True,False,True,very_low,0.0061701468871348895,0.0,0.020567156290449633,False,"Update landing page heading to display ""Liquid Nation"" on separate line",Fix light mode styling for dark elements across site,https://github.com/ectoplasm-cspr/Ectoplasm-frontend-old/pull/107,https://github.com/ectoplasm-cspr/Ectoplasm-frontend-old/pull/108,,,
3839400470,3819888188,https://api.github.com/repos/fern-api/fern,Devin,Devin,True,False,True,very_low,0.09741628879953018,0.08143602348010237,0.13470357454486176,False,feat(csharp): add Raw HTTP Response Access Pattern for explicit access to HTTP metadata,fix(cli): support case-insensitive Basic and Bearer HTTP auth schemes,https://github.com/fern-api/fern/pull/11589,https://github.com/fern-api/fern/pull/11646,,,
3623270680,3614331336,https://api.github.com/repos/mrdannyclark82/Milla-Rayne,Copilot,Copilot,True,False,True,very_low,0.0,0.0,0.0,False,[WIP] Change coding AI service to kwaipilot/kat-coder-pro:free,Document sandbox branch analysis and cleanup recommendations,https://github.com/mrdannyclark82/Milla-Rayne/pull/202,https://github.com/mrdannyclark82/Milla-Rayne/pull/203,,,
3393725035,3393721022,https://api.github.com/repos/Kaleaon/CleverFerret,Copilot,Copilot,True,False,True,very_low,0.007634194015538133,0.0,0.02544731338512711,False,[WIP] This error arose in a recent build :,Fix deprecated icon warnings by replacing with AutoMirrored versions,https://github.com/Kaleaon/CleverFerret/pull/51,https://github.com/Kaleaon/CleverFerret/pull/52,,,
3656393204,3656149535,https://api.github.com/repos/danifunker/usbode-circle,Copilot,Google_Jules,False,True,False,very_low,0.0,0.0,0.0,False,Optimize CHD Metadata Handling,[WIP] Add GNU General Public License v3.0 to repository,https://github.com/danifunker/usbode-circle/pull/126,https://github.com/danifunker/usbode-circle/pull/130,,,
3287464041,3287164547,https://api.github.com/repos/cibgroup/cib-pop-write,Copilot,Claude_Code,False,True,True,very_low,0.004427164759322843,0.0,0.014757215864409479,False,feat: integrate ChatGPT text improvement via Cloudflare Worker,Refactor backend to use configuration-based prompts instead of client requests,https://github.com/cibgroup/cib-pop-write/pull/4,https://github.com/cibgroup/cib-pop-write/pull/6,,,
4004566836,3946731018,https://api.github.com/repos/Tryzeon/tryzeon-app,Claude_Code,Copilot,False,True,True,very_low,0.009492267194472895,0.00994389849598843,0.008438460824269982,False,[WIP] Refactor to use AutoMapper for entity transformations,feat: migrate routing to go_router with deep link support,https://github.com/Tryzeon/tryzeon-app/pull/1,https://github.com/Tryzeon/tryzeon-app/pull/2,,,
3327268528,3284672011,https://api.github.com/repos/tjorim/ShiftScheduler,Claude_Code,Copilot,False,True,True,very_low,0.0013913920740517085,0.0,0.004637973580172362,False,Security fix: Resolve critical form-data vulnerability (GHSA-fjxv-7rqg-78g4),feat: implement action variables for Mendix 10.24+,https://github.com/tjorim/ShiftScheduler/pull/16,https://github.com/tjorim/ShiftScheduler/pull/19,,,
3401538814,3398628088,https://api.github.com/repos/vercel/vercel,Claude_Code,Devin,False,True,False,very_low,0.032901040464205326,0.028010574472606294,0.0443121277779364,False,Add mock refund action implementation for Vercel Marketplace API,[python] Fix 404 errors for dynamic API routes with square brackets,https://github.com/vercel/vercel/pull/13902,https://github.com/vercel/vercel/pull/13907,,,
3820022295,3775686565,https://api.github.com/repos/Connor-Adams/rainbot,OpenAI_Codex,Copilot,False,True,True,very_low,0.012436205939016303,0.006187700731598766,0.027016051422990555,False,Implement Discord select menu components for settings and filters,Improve logging clarity and add stack-aware error handling across services,https://github.com/Connor-Adams/rainbot/pull/90,https://github.com/Connor-Adams/rainbot/pull/117,,,
4008437428,3894854852,https://api.github.com/repos/UnifyCN/Unify,Claude_Code,OpenAI_Codex,True,True,True,very_low,0.009905236904094353,0.00744615145037087,0.015643102962782478,False,Use Xcode 26 image for EAS iOS build profiles,Add Apple Sign-In for App Store compliance,https://github.com/UnifyCN/Unify/pull/182,https://github.com/UnifyCN/Unify/pull/210,,,
3178822759,3117031943,https://api.github.com/repos/jpierzchala/whisper-writer,Copilot,OpenAI_Codex,False,True,True,very_low,0.012786535381375912,0.012656666014608275,0.013089563903833729,False,Add debug scroll logging,Add Azure OpenAI Whisper support and English language requirement,https://github.com/jpierzchala/whisper-writer/pull/1,https://github.com/jpierzchala/whisper-writer/pull/5,,,
3880182485,3809362162,https://api.github.com/repos/modal-labs/modal-client,Claude_Code,Cursor,False,True,False,very_low,0.0,0.0,0.0,False,Output manager refactor,feat: add HTTP CONNECT proxy support (HTTPS_PROXY),https://github.com/modal-labs/modal-client/pull/3883,https://github.com/modal-labs/modal-client/pull/3912,,,
3583791250,3579514757,https://api.github.com/repos/devwalshy/tips,Cursor,OpenAI_Codex,True,True,False,very_low,0.0,0.0,0.0,False,feat: add bill counter and responsive layout tweaks,Build tip distribution web app,https://github.com/devwalshy/tips/pull/6,https://github.com/devwalshy/tips/pull/8,,,
3533099184,3492999424,https://api.github.com/repos/pythagorakase/nexus,Claude_Code,OpenAI_Codex,True,True,True,very_low,0.0022802892378745447,0.0,0.007600964126248482,False,Add actionable follow-ups from post-PR34 review,Rebalance Apex Audition comparison selector to prevent newcomer clustering,https://github.com/pythagorakase/nexus/pull/42,https://github.com/pythagorakase/nexus/pull/58,,,
3996465580,3922826113,https://api.github.com/repos/UmidYul/Zedly,OpenAI_Codex,Copilot,False,True,True,very_low,0.01229965624980368,0.007813242333609978,0.022767955387588988,False,Unify design system across project and resolve critical dependencies,Add PRODUCT_BRAINSTORM.md — high-impact product brainstorm and subscription strategy,https://github.com/UmidYul/Zedly/pull/1,https://github.com/UmidYul/Zedly/pull/5,,,
3931358251,3416491314,https://api.github.com/repos/danieljoffe/danieljoffe.com,Claude_Code,Cursor,True,True,True,very_low,0.03705555738431797,0.0,0.12351852461439324,False,Improve application readme file,fix: resolve ESLint @typescript-eslint plugin duplication,https://github.com/danieljoffe/danieljoffe.com/pull/2,https://github.com/danieljoffe/danieljoffe.com/pull/27,,,
3791857492,3791646963,https://api.github.com/repos/tidepool-heavy-industries/exomonad,Copilot,Claude_Code,False,True,False,very_low,0.07828106765939709,0.07998589679974842,0.07430313299857734,False,feat(zellij-cc): Add ratatui TUI for Claude Code session monitoring,[WIP] Add budget effect for ClaudeCode execution costs,https://github.com/tidepool-heavy-industries/exomonad/pull/177,https://github.com/tidepool-heavy-industries/exomonad/pull/181,,,
3382302874,3339526170,https://api.github.com/repos/logos-messaging/logos-delivery-js,OpenAI_Codex,Copilot,False,True,False,very_low,0.0,0.0,0.0,False,chore: replace deprecated websocket filters with connection gater,feat: allow string event names,https://github.com/logos-messaging/logos-delivery-js/pull/2584,https://github.com/logos-messaging/logos-delivery-js/pull/2618,,,
3265861891,3159861798,https://api.github.com/repos/vihaangautam/aige-ad-craft-47ab02e6,Cursor,OpenAI_Codex,True,True,False,very_low,0.0016814186033068418,0.0,0.005604728677689473,False,Add numbering to story flow nodes,Fix qrcode.react default export issue,https://github.com/vihaangautam/aige-ad-craft-47ab02e6/pull/1,https://github.com/vihaangautam/aige-ad-craft-47ab02e6/pull/9,,,
3709156184,3703355621,https://api.github.com/repos/heimgewebe/sichter,Google_Jules,OpenAI_Codex,False,True,True,very_low,0.0008669059578885688,0.0,0.0028896865262952294,False,Add Heimgewebe Organismus context to README,Replace committed shfmt binary with download script,https://github.com/heimgewebe/sichter/pull/175,https://github.com/heimgewebe/sichter/pull/176,,,
3429318556,3391631362,https://api.github.com/repos/leomerl/levys-awesome-mcp,Claude_Code,OpenAI_Codex,True,True,False,very_low,0.08821668525960571,0.05377306600211135,0.16858513019375923,False,test: add orchestrator workflow integration test,feat: Update workflow to use new static-test-detector agent,https://github.com/leomerl/levys-awesome-mcp/pull/7,https://github.com/leomerl/levys-awesome-mcp/pull/14,,,
3774752391,3768107053,https://api.github.com/repos/markafitzgerald1/cribbage-trainer,Copilot,OpenAI_Codex,False,True,False,very_low,0.0,0.0,0.0,False,Align scored keep/discard headers with data columns,Fix legend text overflow in analysis table,https://github.com/markafitzgerald1/cribbage-trainer/pull/511,https://github.com/markafitzgerald1/cribbage-trainer/pull/514,,,
3857909087,3853950339,https://api.github.com/repos/docklistai/docklistai,OpenAI_Codex,Copilot,False,True,True,very_low,0.003534409307917633,0.0,0.011781364359725443,False,Fix React Hook dependency warning in useTimeOpsAutoGeneration,Add repository AGENTS.md with contributor and agent guidelines,https://github.com/docklistai/docklistai/pull/1129,https://github.com/docklistai/docklistai/pull/1131,,,
3656555244,3656482934,https://api.github.com/repos/flaviusraymundo/Photo_Selection,OpenAI_Codex,OpenAI_Codex,True,False,True,low,0.26385134011923755,0.14274946938339267,0.546422371836209,False,Add periodic classification reminder overlay,Add classification reminders and staging layout,https://github.com/flaviusraymundo/Photo_Selection/pull/59,https://github.com/flaviusraymundo/Photo_Selection/pull/60,,,
3084390712,3083118094,https://api.github.com/repos/akitxxx/subsy,Copilot,Copilot,True,False,False,low,0.22188771531888543,0.0,0.7396257177296182,False,サブスク一覧にステータス表示を追加,サブスク一覧画面にステータス表示を追加,https://github.com/akitxxx/subsy/pull/22,https://github.com/akitxxx/subsy/pull/23,,,
3864030633,3788683945,https://api.github.com/repos/leanprover-community/mathlib4,Claude_Code,Claude_Code,True,False,False,low,0.28413572833983514,0.2514012757928993,0.3605161176160189,False,[Merged by Bors] - ci: add commit verification for transient commits,[Merged by Bors] - feat(scripts): add auto_commit.sh and support rebase-friendly prefix,https://github.com/leanprover-community/mathlib4/pull/33713,https://github.com/leanprover-community/mathlib4/pull/34516,,,
3676156158,3676055359,https://api.github.com/repos/aaronjullger-lgtm/PANaCEa,Copilot,Copilot,True,False,True,low,0.1776799812989962,0.19269417137262088,0.14264687112720534,False,Add Gemini 2.5 Pro medical image gathering script with gold standard modality-aware search,Refine photo drill: context-aware search and rich explanations,https://github.com/aaronjullger-lgtm/PANaCEa/pull/42,https://github.com/aaronjullger-lgtm/PANaCEa/pull/47,,,
3635802046,3603866316,https://api.github.com/repos/codenameone/CodenameOne,OpenAI_Codex,OpenAI_Codex,True,False,True,low,0.356712457043273,0.3212435112031813,0.4394733306701536,False,Refine Android coverage workflow scripts,Add Android coverage summary to screenshot comment,https://github.com/codenameone/CodenameOne/pull/4119,https://github.com/codenameone/CodenameOne/pull/4140,,,
3696465296,3696416337,https://api.github.com/repos/jpoley/flowspec,Claude_Code,Claude_Code,True,False,False,low,0.22870651912586049,0.11824619263629896,0.48644728093483736,False,feat: constitution diff and merge commands (task-288),feat: constitution version tracking (task-287) [v2],https://github.com/jpoley/flowspec/pull/456,https://github.com/jpoley/flowspec/pull/460,,,
3686586548,3683818153,https://api.github.com/repos/piovium/genius-invokation,Copilot,Copilot,True,False,False,low,0.37843956006072943,0.3051076056170983,0.5495474537625353,False,Upgrade Server Package to Prisma 7,Migrate server package from Prisma to Drizzle ORM,https://github.com/piovium/genius-invokation/pull/605,https://github.com/piovium/genius-invokation/pull/607,,,
